,datetime,ignore,imgPath,r0x1,r0y1,r0x2,r0y2,r0ticks,r1x1,r1y1,r1x2,r1y2,r1ticks,l0x1,l0y1,l0x2,l0y2,l1x1,l1y1,l1x2,l1y2,timestamp
140,2015-10-04 20:50:47,0.0,IMG_4929.JPG,,,,,,,,,,,,,,,,,,,1443984647.0
141,2015-10-05 13:32:24,0.0,IMG_4932.JPG,,,,,,,,,,,,,,,,,,,1444044744.0
142,2015-10-05 13:32:28,0.0,IMG_4933.JPG,,,,,,,,,,,,,,,,,,,1444044748.0
143,2015-10-05 13:33:22,0.0,IMG_4934.JPG,,,,,,,,,,,,,,,,,,,1444044802.0
144,2015-10-05 13:33:39,0.0,IMG_4935.JPG,475.0,588.0,876.0,608.0,5.0,340.0,513.0,328.0,131.0,5.0,400.0,438.0,736.0,394.0,602.0,582.0,559.0,234.0,1444044819.0
145,2015-10-05 22:59:34,0.0,IMG_4939.JPG,,,,,,,,,,,,,,,,,,,1444078774.0
146,2015-10-05 22:59:38,0.0,IMG_4940.JPG,,,,,,,,,,,,,,,,,,,1444078778.0
147,2015-10-05 22:59:42,0.0,IMG_4941.JPG,,,,,,,,,,,,,,,,,,,1444078782.0
148,2015-10-05 23:00:20,0.0,IMG_4942.JPG,,,,,,,,,,,,,,,,,,,1444078820.0
149,2015-10-05 23:02:40,0.0,IMG_4943.JPG,,,,,,,,,,,,,,,,,,,1444078960.0
150,2015-10-06 08:16:54,0.0,IMG_4944.JPG,,,,,,,,,,,,,,,,,,,1444112214.0
151,2015-10-06 08:17:19,0.0,IMG_4945.JPG,388.0,633.0,789.0,645.0,5.0,335.0,565.0,350.0,130.0,6.0,378.0,479.0,718.0,438.0,577.0,627.0,539.0,297.0,1444112239.0
152,2015-10-06 22:42:16,0.0,IMG_4949.JPG,,,,,,,,,,,,,,,,,,,1444164136.0
153,2015-10-06 22:42:30,0.0,IMG_4950.JPG,459.0,562.0,719.0,573.0,5.0,412.0,511.0,396.0,250.0,5.0,410.0,449.0,634.0,436.0,545.0,556.0,526.0,330.0,1444164150.0
154,2015-10-06 22:42:52,0.0,IMG_4951.JPG,,,,,,,,,,,,,,,,,,,1444164172.0
155,2015-10-06 22:44:47,0.0,IMG_4952.JPG,,,,,,,,,,,,,,,,,,,1444164287.0
156,2015-10-07 08:01:57,0.0,IMG_4953.JPG,,,,,,,,,,,,,,,,,,,1444197717.0
157,2015-10-07 08:02:18,0.0,IMG_4954.JPG,486.0,503.0,822.0,503.0,6.0,425.0,438.0,393.0,157.0,5.0,430.0,374.0,683.0,349.0,577.0,484.0,550.0,240.0,1444197738.0
158,2015-10-07 22:39:02,0.0,IMG_4956.JPG,,,,,,,,,,,,,,,,,,,1444250342.0
159,2015-10-07 22:39:07,0.0,IMG_4957.JPG,,,,,,,,,,,,,,,,,,,1444250347.0
160,2015-10-07 22:39:22,0.0,IMG_4958.JPG,463.0,518.0,810.0,544.0,6.0,458.0,459.0,447.0,114.0,6.0,489.0,399.0,755.0,398.0,636.0,519.0,627.0,268.0,1444250362.0
161,2015-10-07 22:39:27,0.0,IMG_4959.JPG,,,,,,,,,,,,,,,,,,,1444250367.0
162,2015-10-08 08:40:07,0.0,IMG_4962.JPG,,,,,,,,,,,,,,,,,,,1444286407.0
163,2015-10-08 08:40:10,0.0,IMG_4963.JPG,,,,,,,,,,,,,,,,,,,1444286410.0
164,2015-10-08 08:41:25,0.0,IMG_4964.JPG,,,,,,,,,,,,,,,,,,,1444286485.0
165,2015-10-08 08:41:26,0.0,IMG_4965.JPG,,,,,,,,,,,,,,,,,,,1444286486.0
166,2015-10-08 08:41:32,0.0,IMG_4966.JPG,,,,,,,,,,,,,,,,,,,1444286492.0
167,2015-10-08 08:41:36,1.0,IMG_4967.JPG,,,,,,,,,,,,,,,,,,,1444286496.0
168,2015-10-08 08:41:40,1.0,IMG_4968.JPG,,,,,,,,,,,,,,,,,,,1444286500.0
169,2015-10-08 08:53:10,0.0,IMG_4969.JPG,,,,,,,,,,,,,,,,,,,1444287190.0
170,2015-10-08 08:53:27,0.0,IMG_4970.JPG,,,,,,,,,,,,,,,,,,,1444287207.0
171,2015-10-08 08:53:30,0.0,IMG_4971.JPG,547.0,606.0,972.0,636.0,6.0,454.0,528.0,430.0,195.0,5.0,463.0,479.0,785.0,465.0,650.0,610.0,629.0,307.0,1444287210.0
172,2015-10-08 08:54:47,0.0,IMG_4972.JPG,568.0,592.0,1012.0,645.0,6.0,480.0,513.0,486.0,160.0,5.0,495.0,425.0,823.0,440.0,662.0,594.0,673.0,275.0,1444287287.0
173,2015-10-09 00:34:49,0.0,IMG_4974.JPG,458.0,653.0,843.0,677.0,5.0,357.0,591.0,289.0,207.0,5.0,374.0,482.0,728.0,454.0,577.0,635.0,540.0,288.0,1444343689.0
174,2015-10-09 00:34:53,0.0,IMG_4975.JPG,,,,,,,,,,,,,,,,,,,1444343693.0
175,2015-10-09 09:38:35,0.0,IMG_4977.JPG,,,,,,,,,,,,,,,,,,,1444376315.0
176,2015-10-09 09:38:42,0.0,IMG_4978.JPG,,,,,,,,,,,,,,,,,,,1444376322.0
177,2015-10-09 09:38:59,0.0,IMG_4979.JPG,,,,,,,,,,,,,,,,,,,1444376339.0
178,2015-10-09 09:39:02,0.0,IMG_4980.JPG,409.0,581.0,386.0,96.0,6.0,522.0,653.0,914.0,675.0,5.0,417.0,429.0,799.0,423.0,616.0,597.0,610.0,245.0,1444376342.0
179,2015-10-09 09:40:11,1.0,IMG_4981.JPG,,,,,,,,,,,,,,,,,,,1444376411.0
180,2015-10-09 09:40:17,1.0,IMG_4982.JPG,,,,,,,,,,,,,,,,,,,1444376417.0
181,2015-10-09 09:40:33,1.0,IMG_4987.JPG,,,,,,,,,,,,,,,,,,,1444376433.0
182,2015-10-09 09:40:33,1.0,IMG_4988.JPG,,,,,,,,,,,,,,,,,,,1444376433.0
183,2015-10-09 09:40:33,1.0,IMG_4986.JPG,,,,,,,,,,,,,,,,,,,1444376433.0
184,2015-10-09 09:40:33,1.0,IMG_4984.JPG,,,,,,,,,,,,,,,,,,,1444376433.0
185,2015-10-09 09:40:33,1.0,IMG_4985.JPG,,,,,,,,,,,,,,,,,,,1444376433.0
186,2015-10-09 09:40:33,1.0,IMG_4983.JPG,,,,,,,,,,,,,,,,,,,1444376433.0
187,2015-10-09 09:40:34,1.0,IMG_4989.JPG,,,,,,,,,,,,,,,,,,,1444376434.0
189,2015-10-09 09:40:41,1.0,IMG_4990.JPG,,,,,,,,,,,,,,,,,,,1444376441.0
188,2015-10-09 09:40:41,1.0,IMG_4991.JPG,,,,,,,,,,,,,,,,,,,1444376441.0
190,2015-10-09 09:42:00,1.0,IMG_4992.JPG,,,,,,,,,,,,,,,,,,,1444376520.0
191,2015-10-09 09:42:03,1.0,IMG_4993.JPG,,,,,,,,,,,,,,,,,,,1444376523.0
192,2015-10-09 09:42:04,1.0,IMG_4994.JPG,,,,,,,,,,,,,,,,,,,1444376524.0
193,2015-10-09 14:55:27,1.0,IMG_5008.JPG,,,,,,,,,,,,,,,,,,,1444395327.0
194,2015-10-09 14:55:34,1.0,IMG_5009.JPG,,,,,,,,,,,,,,,,,,,1444395334.0
